acct|period|cash|mkt|feature_max_mkt|feature_prev_1_max_mkt|feature_prev_2_max_mkt
24062436|2021-07|0.0|17109.1084|17109.1084|16870.27272|16870.27272
24062436|2021-08|0.0|17797.10532|17797.10532|17109.1084|17109.1084
24062436|2021-09|0.0|17243.83936|17797.10532|17797.10532|17797.10532
24062436|2021-10|0.0|18815.3455|18815.3455|17797.10532|17797.10532
24217894|2021-06|0.0|99275.1519|99275.1519|96432.69803|96432.69803
24217894|2021-07|0.0|100707.84161|100707.84161|99275.1519|99275.1519
24217894|2021-08|0.0|104156.63051|104156.63051|100707.84161|100707.84161
24217894|2021-09|0.0|100898.70759|104156.63051|104156.63051|104156.63051
24217894|2021-10|0.0|108721.4189|108721.4189|104156.63051|104156.63051
24409786|2021-06|0.0|22847.32|22847.32|22643.96|22643.96
24409786|2021-07|0.0|22866.73|22866.73|22847.32|22847.32
24409786|2021-08|0.0|23187.5|23187.5|22866.73|22866.73
24409786|2021-09|37.81000000000131|22606.18|23187.5|23187.5|23187.5
24409786|2021-10|0.0|23348.54|23348.54|23187.5|23187.5
24452065|2021-06|0.0|5004.0011|5004.0011|4742.99056|4742.99056
24452065|2021-07|0.0|5258.94045|5258.94045|5004.0011|5004.0011
24452065|2021-08|0.0|5550.9496|5550.9496|5258.94045|5258.94045
24452065|2021-09|0.0|5543.0001|5550.9496|5550.9496|5550.9496
24452065|2021-10|0.0|5985.41216|5985.41216|5550.9496|5550.9496
24471404|2021-06|0.0|73077.05431|73077.05431|72907.65116|72907.65116
24471404|2021-07|0.0|73597.86728|73597.86728|73077.05431|73077.05431
24471404|2021-08|0.0|74443.52251|74443.52251|73597.86728|73597.86728
24471404|2021-09|0.0|72444.17098|74443.52251|74443.52251|74443.52251
24471404|2021-10|0.0|74815.0904|74815.0904|74443.52251|74443.52251
24474947|2021-06|0.0|118246.27306|121613.79836|121613.79836|121613.79836
24474947|2021-07|0.0|116390.6564|121613.79836|121613.79836|121613.79836
24474947|2021-08|0.0|118575.43517|118575.43517|121613.79836|121613.79836
24474947|2021-09|0.0|114333.84132|118575.43517|118575.43517|118575.43517
24474947|2021-10|0.0|116340.07577|118575.43517|118575.43517|118575.43517
24546458|2021-06|0.0|24151.358244|24151.358244|23939.825324|23939.825324
24546458|2021-07|0.0|24304.943988|24304.943988|24151.358244|24151.358244
24546458|2021-08|0.0|24468.609216|24468.609216|24304.943988|24304.943988
24546458|2021-09|0.0|24343.395432|24468.609216|24468.609216|24468.609216
24546458|2021-10|0.0|24584.762853|24584.762853|24468.609216|24468.609216
24549220|2021-06|0.0|118943.02|118943.02|118338.81|118338.81
24549220|2021-07|0.0|119547.27|119547.27|118943.02|118943.02
24549220|2021-08|0.0|120302.33|120302.33|119547.27|119547.27
24549220|2021-09|0.0|120906.56|120906.56|120302.33|120302.33
24549220|2021-10|0.0|121510.82|121510.82|120906.56|120906.56
24594429|2021-06|0.0|3240.0|3240.0|2740.0|2740.0
24594429|2021-07|0.0|3740.0|3740.0|3240.0|3240.0
24594429|2021-08|0.0|4311.08158|4311.08158|3740.0|3740.0
24594429|2021-09|0.0|4658.64256|4658.64256|4311.08158|4311.08158
24594429|2021-10|0.0|5420.06491|5420.06491|4658.64256|4658.64256
24781353|2021-06|0.0|606270.13672|606270.13672|605195.24808|605195.24808
24781353|2021-07|0.0|607670.92743|607670.92743|606270.13672|606270.13672
24781353|2021-08|0.0|613431.1234|613431.1234|607670.92743|607670.92743
24781353|2021-09|0.0|598393.6208|613431.1234|613431.1234|613431.1234
24781353|2021-10|0.0|616886.91339|616886.91339|613431.1234|613431.1234
24822147|2021-06|0.0|7550.69648|7550.69648|7412.32899|7412.32899
24822147|2021-07|1.8189894035458565e-12|7667.23166|7667.23166|7550.69648|7550.69648
24822147|2021-08|0.0|7858.46022|7858.46022|7667.23166|7667.23166
24822147|2021-09|0.0|7564.14613|7858.46022|7858.46022|7858.46022
24822147|2021-10|0.0|8024.47268|8024.47268|7858.46022|7858.46022
24857000|2021-06|0.0|1118.6888|1118.6888|832.46491|832.46491
24857000|2021-07|0.0|1400.11816|1400.11816|1118.6888|1118.6888
24857000|2021-08|0.0|1849.19286|1849.19286|1400.11816|1400.11816
24857000|2021-09|0.0|2040.37735|2040.37735|1849.19286|1849.19286
24857000|2021-10|0.0|2426.01849|2426.01849|2040.37735|2040.37735
24907046|2021-06|0.0|22051.18488|22051.18488|21775.83573|21775.83573
24907046|2021-07|0.0|22438.82102|22438.82102|22051.18488|22051.18488
24907046|2021-08|0.0|22859.21586|22859.21586|22438.82102|22438.82102
24907046|2021-09|0.0|22260.91545|22859.21586|22859.21586|22859.21586
24907046|2021-10|0.0|23066.84933|23066.84933|22859.21586|22859.21586
24918594|2021-06|0.0|154007.94|154007.94|147596.02|147596.02
24918594|2021-07|-2.9103830456733704e-11|157656.05|157656.05|154007.94|154007.94
24918594|2021-08|0.0|162456.74|162456.74|157656.05|157656.05
24918594|2021-09|0.0|153684.24|162456.74|162456.74|162456.74
24918594|2021-10|0.0|161027.74|162456.74|162456.74|162456.74
25033732|2021-06|0.0|133235.48502|133235.48502|132020.44255|132020.44255
25033732|2021-07|0.0|133720.0945|133720.0945|133235.48502|133235.48502
25033732|2021-08|0.0|135828.19627|135828.19627|133720.0945|133720.0945
25033732|2021-09|0.0|131632.58422|135828.19627|135828.19627|135828.19627
25033732|2021-10|2.9103830456733704e-11|135550.93087|135828.19627|135828.19627|135828.19627
25120602|2021-06|0.0|135099.65353|135099.65353|133212.93934|133212.93934
25120602|2021-07|0.0|134027.03683|135099.65353|135099.65353|135099.65353
25120602|2021-08|0.0|135878.18313|135878.18313|135099.65353|135099.65353
25120602|2021-09|2.9103830456733704e-11|133312.26083|135878.18313|135878.18313|135878.18313
25120602|2021-10|0.0|136426.9911|136426.9911|135878.18313|135878.18313
25166446|2021-06|45.670000000012806|221693.2937|221693.2937|213572.92423|213572.92423
25166446|2021-07|0.0|221616.79358|221693.2937|221693.2937|221693.2937
25166446|2021-08|0.0|226839.37569|226839.37569|221693.2937|221693.2937
25166446|2021-09|101.47000000000116|217495.0673|226839.37569|226839.37569|226839.37569
25166446|2021-10|0.0|224292.61002|226839.37569|226839.37569|226839.37569
25282192|2021-06|0.0|266221.93881|266221.93881|266169.31435|266169.31435
25282192|2021-07|0.0|264395.84716|266221.93881|266221.93881|266221.93881
25282192|2021-08|1258.280000000028|266815.2675|266815.2675|266221.93881|266221.93881
25282192|2021-09|0.0|257516.95381|266815.2675|266815.2675|266815.2675
25282192|2021-10|0.0|264143.4004|266815.2675|266815.2675|266815.2675
25648696|2021-06|0.0|372559.2|372559.2|350634.49|350634.49
25648696|2021-07|0.0|364970.37|372559.2|372559.2|372559.2
25648696|2021-08|0.0|375671.98|375671.98|372559.2|372559.2
25648696|2021-09|0.0|363706.44|375671.98|375671.98|375671.98
25648696|2021-10|0.0|379093.57|379093.57|375671.98|375671.98
25740466|2021-06|0.0|77110.65207|77110.65207|76428.66176|76428.66176
25740466|2021-07|0.0|78021.17156|78021.17156|77110.65207|77110.65207
25740466|2021-08|0.0|79552.19112|79552.19112|78021.17156|78021.17156
25740466|2021-09|0.0|77123.70586|79552.19112|79552.19112|79552.19112
25740466|2021-10|0.0|80145.3529|80145.3529|79552.19112|79552.19112
25806081|2021-06|0.0|17493.36133|17493.36133|16426.04548|16426.04548
25806081|2021-07|0.0|18027.43326|18027.43326|17493.36133|17493.36133
25806081|2021-08|0.0|18756.09633|18756.09633|18027.43326|18027.43326
25806081|2021-09|0.0|17813.30845|18756.09633|18756.09633|18756.09633
25806081|2021-10|0.0|19084.1931|19084.1931|18756.09633|18756.09633
25849787|2021-06|566.25|274601.8108|274601.8108|268841.17194|268841.17194
25849787|2021-07|31.739999999990687|275277.99341|275277.99341|274601.8108|274601.8108
25849787|2021-08|0.0|281594.83485|281594.83485|275277.99341|275277.99341
25849787|2021-09|833.6599999999744|270401.277|281594.83485|281594.83485|281594.83485
25849787|2021-10|33.10999999998603|281695.8394|281695.8394|281594.83485|281594.83485
26171240|2021-06|-2.9103830456733704e-11|146255.12449|146255.12449|145426.19367|145426.19367
26171240|2021-07|0.0|145941.92008|146255.12449|146255.12449|146255.12449
26171240|2021-08|0.0|146635.73875|146635.73875|146255.12449|146255.12449
26171240|2021-09|0.0|147369.92793|147369.92793|146635.73875|146635.73875
26171240|2021-10|-2.9103830456733704e-11|147477.6903|147477.6903|147369.92793|147369.92793
26177686|2021-06|0.0|24981.42894|24981.42894|22199.98518|22199.98518
26177686|2021-07|0.0|32426.23235|32426.23235|24981.42894|24981.42894
26177686|2021-08|1470.5899999999965|36359.44371|36359.44371|32426.23235|32426.23235
26177686|2021-09|0.0|37145.51124|37145.51124|36359.44371|36359.44371
26177686|2021-10|0.0|39872.76314|39872.76314|37145.51124|37145.51124
26387221|2021-06|0.0|833.202256|833.202256|737.826367|737.826367
26387221|2021-07|0.0|934.127335|934.127335|833.202256|833.202256
26387221|2021-08|2.273736754432321e-13|1049.911902|1049.911902|934.127335|934.127335
26387221|2021-09|0.0|1109.243779|1109.243779|1049.911902|1049.911902
26387221|2021-10|0.0|1260.585215|1260.585215|1109.243779|1109.243779
26508006|2021-06|0.0|1464508.7607|1464508.7607|1443412.81482|1443412.81482
26508006|2021-07|0.0|1454789.75612|1464508.7607|1464508.7607|1464508.7607
26508006|2021-08|0.0|1442744.82528|1464508.7607|1464508.7607|1464508.7607
26508006|2021-09|0.0|1450513.18716|1454789.75612|1464508.7607|1464508.7607
26508006|2021-10|0.0|1466900.7475|1466900.7475|1454789.75612|1454789.75612
26645516|2021-06|0.0|7801.4743|7821.49938|7821.49938|7821.49938
26645516|2021-07|1.8189894035458565e-12|7870.36782|7870.36782|7821.49938|7821.49938
26645516|2021-08|0.0|7930.92617|7930.92617|7870.36782|7870.36782
26645516|2021-09|0.0|7763.0132|7930.92617|7930.92617|7930.92617
26645516|2021-10|0.0|7984.46981|7984.46981|7930.92617|7930.92617
26819131|2021-06|0.0|143465.1068|143465.1068|142311.3368|142311.3368
26819131|2021-07|0.0|143465.2668|143465.2668|143465.1068|143465.1068
26819131|2021-08|0.0|144042.2468|144042.2468|143465.2668|143465.2668
26819131|2021-09|0.0|144966.7214|144966.7214|144042.2468|144042.2468
26819131|2021-10|0.0|145543.9714|145543.9714|144966.7214|144966.7214
26835170|2021-06|0.0|92463.0681|92463.0681|91467.40066|91467.40066
26835170|2021-07|0.0|92475.54857|92475.54857|92463.0681|92463.0681
26835170|2021-08|0.0|94705.70147|94705.70147|92475.54857|92475.54857
26835170|2021-09|0.0|91498.44759|94705.70147|94705.70147|94705.70147
26835170|2021-10|0.0|95747.78141|95747.78141|94705.70147|94705.70147
26857115|2021-06|0.0|6789.80102|6789.80102|6767.29471|6767.29471
26857115|2021-07|0.0|6849.30822|6849.30822|6789.80102|6789.80102
26857115|2021-08|0.0|6811.50712|6849.30822|6849.30822|6849.30822
26857115|2021-09|0.0|6739.14909|6849.30822|6849.30822|6849.30822
27135522|2021-06|0.0|92388.84|92388.84|91172.68|91172.68
27135522|2021-07|0.0|92226.48|92388.84|92388.84|92388.84
27135522|2021-08|0.0|93551.71|93551.71|92388.84|92388.84
27135522|2021-09|104.27999999999884|90715.0|93551.71|93551.71|93551.71
27135522|2021-10|0.0|93196.76|93551.71|93551.71|93551.71
27260882|2021-06|168.85000000009313|568837.15566|568837.15566|555357.2628|555357.2628
27260882|2021-07|26.979999999981374|577845.8597|577845.8597|568837.15566|568837.15566
27260882|2021-08|0.0|590853.63415|590853.63415|577845.8597|577845.8597
27260882|2021-09|123.46999999997206|565558.03155|590853.63415|590853.63415|590853.63415
27260882|2021-10|28.150000000023283|592687.35363|592687.35363|590853.63415|590853.63415
27477489|2021-06|0.0|449705.20891|449705.20891|444875.4508|444875.4508
27477489|2021-07|0.0|453542.00603|453542.00603|449705.20891|449705.20891
27477489|2021-08|0.0|458382.01144|458382.01144|453542.00603|453542.00603
27477489|2021-09|0.0|446522.61155|458382.01144|458382.01144|458382.01144
27477489|2021-10|0.0|457820.36856|458382.01144|458382.01144|458382.01144
27802798|2021-06|0.0|673575.33953|680202.87156|680202.87156|680202.87156
27802798|2021-07|0.0|675898.07337|680202.87156|680202.87156|680202.87156
27802798|2021-08|0.0|691785.37012|691785.37012|680202.87156|680202.87156
27802798|2021-09|0.0|655922.61665|691785.37012|691785.37012|691785.37012
27802798|2021-10|0.0|685874.88659|691785.37012|691785.37012|691785.37012
28172796|2021-06|0.0|1889589.53339|1894206.28427|1894206.28427|1894206.28427
28286436|2021-06|0.0|64712.16|64712.16|64004.65|64004.65
28286436|2021-07|0.0|64772.32|64772.32|64712.16|64712.16
28286436|2021-08|0.0|65973.05|65973.05|64772.32|64772.32
28286436|2021-09|141.26000000000204|63940.6|65973.05|65973.05|65973.05
28286436|2021-10|0.0|66771.53|66771.53|65973.05|65973.05
28446748|2021-06|200.0100000000093|537372.31346|537372.31346|535096.33533|535096.33533
28446748|2021-07|263.86999999999534|539810.97968|539810.97968|537372.31346|537372.31346
28446748|2021-08|184.1900000000605|544525.94015|544525.94015|539810.97968|539810.97968
28446748|2021-09|183.1800000000512|533284.11869|544525.94015|544525.94015|544525.94015
28446748|2021-10|249.27000000001863|540842.16182|544525.94015|544525.94015|544525.94015
28457337|2021-06|0.0|544573.60234|544573.60234|544428.07306|544428.07306
28457337|2021-07|0.0|548102.9652|548102.9652|544573.60234|544573.60234
28457337|2021-08|0.0|548348.35908|548348.35908|548102.9652|548102.9652
28457337|2021-09|145.8299999999581|533390.55167|548348.35908|548348.35908|548348.35908
28457337|2021-10|0.0|550617.7664|550617.7664|548348.35908|548348.35908
28466768|2021-06|0.0|22514.47647|22514.47647|21629.97611|21629.97611
28466768|2021-07|0.0|37382.25212|37382.25212|22514.47647|22514.47647
28466768|2021-08|0.0|38556.33959|38556.33959|37382.25212|37382.25212
28466768|2021-09|0.0|36945.95576|38556.33959|38556.33959|38556.33959
28466768|2021-10|0.0|39246.76276|39246.76276|38556.33959|38556.33959
28611734|2021-06|0.0|23922.22581|23922.22581|23701.47076|23701.47076
28611734|2021-07|0.0|24055.32764|24055.32764|23922.22581|23922.22581
28611734|2021-08|0.0|24448.97002|24448.97002|24055.32764|24055.32764
28611734|2021-09|0.0|23709.46714|24448.97002|24448.97002|24448.97002
28611734|2021-10|0.0|24506.85829|24506.85829|24448.97002|24448.97002
29017716|2021-06|0.0|10165.94681|10181.44425|10181.44425|10181.44425
29017716|2021-07|0.0|10222.38684|10222.38684|10181.44425|10181.44425
29017716|2021-08|0.0|10320.10951|10320.10951|10222.38684|10222.38684
29017716|2021-09|0.0|10065.85806|10320.10951|10320.10951|10320.10951
29017716|2021-10|0.0|10326.55518|10326.55518|10320.10951|10320.10951
29084579|2021-06|130.88000000000466|117158.74369|117158.74369|115993.28607|115993.28607
29084579|2021-07|0.0|117803.27678|117803.27678|117158.74369|117158.74369
29084579|2021-08|0.0|119657.36096|119657.36096|117803.27678|117803.27678
29084579|2021-09|120.16999999999824|115987.83355|119657.36096|119657.36096|119657.36096
29084579|2021-10|0.0|120430.10589|120430.10589|119657.36096|119657.36096
29492820|2021-06|30.64000000001397|81439.15399|81439.15399|80094.72006|80094.72006
29492820|2021-07|0.0|81911.88447|81911.88447|81439.15399|81439.15399
29492820|2021-08|0.0|83334.1769|83334.1769|81911.88447|81911.88447
29492820|2021-09|85.26000000000931|80847.86113|83334.1769|83334.1769|83334.1769
29492820|2021-10|0.0|83900.1424|83900.1424|83334.1769|83334.1769
29506920|2021-06|0.0|51252.58407|51252.58407|49891.87506|49891.87506
29506920|2021-07|0.0|52144.95467|52144.95467|51252.58407|51252.58407
29506920|2021-08|0.0|54173.76465|54173.76465|52144.95467|52144.95467
29506920|2021-09|0.0|52341.84119|54173.76465|54173.76465|54173.76465
29506920|2021-10|0.0|56130.15425|56130.15425|54173.76465|54173.76465
29518127|2021-06|0.0|5692.79278|5692.79278|5603.51397|5603.51397
29518127|2021-07|0.0|5949.3878|5949.3878|5692.79278|5692.79278
29518127|2021-08|0.0|6066.32614|6066.32614|5949.3878|5949.3878
29518127|2021-09|0.0|5794.38505|6066.32614|6066.32614|6066.32614
29518127|2021-10|0.0|6279.33096|6279.33096|6066.32614|6066.32614
29562604|2021-06|0.0|209712.31|209712.31|208044.01|208044.01
29562604|2021-07|0.0|209548.86|209712.31|209712.31|209712.31
29562604|2021-08|1403.7700000000186|214021.92|214021.92|209712.31|209712.31
29562604|2021-09|0.0|207683.82|214021.92|214021.92|214021.92
29562604|2021-10|0.0|212657.9|214021.92|214021.92|214021.92
29645954|2021-06|0.0|936913.46|936913.46|935678.26|935678.26
29645954|2021-07|21.819999999948777|944668.0773|944668.0773|936913.46|936913.46
29645954|2021-08|0.0|946415.65|946415.65|944668.0773|944668.0773
29645954|2021-09|117.15000000002328|925987.01|946415.65|946415.65|946415.65
29645954|2021-10|22.76999999990221|938199.82|946415.65|946415.65|946415.65
29712543|2021-06|0.0|1019744.01003|1019744.01003|1011606.42241|1011606.42241
29712543|2021-07|0.0|1024288.99179|1024288.99179|1019744.01003|1019744.01003
29712543|2021-08|0.0|1039549.21603|1039549.21603|1024288.99179|1024288.99179
29712543|2021-09|0.0|1010801.16799|1039549.21603|1039549.21603|1039549.21603
29712543|2021-10|0.0|1038802.00059|1039549.21603|1039549.21603|1039549.21603
29718952|2021-06|0.0|1926.57757|1926.57757|1361.93977|1361.93977
29718952|2021-07|0.0|2268.20087|2268.20087|1926.57757|1926.57757
29718952|2021-08|-4.547473508864641e-13|2861.72837|2861.72837|2268.20087|2268.20087
29718952|2021-09|0.0|3085.91129|3085.91129|2861.72837|2861.72837
29718952|2021-10|190.3800000000001|3802.80771|3802.80771|3085.91129|3085.91129
29825764|2021-06|0.0|124395.19637|124395.19637|120595.40606|120595.40606
29825764|2021-07|0.0|126445.63491|126445.63491|124395.19637|124395.19637
29825764|2021-08|0.0|131712.69551|131712.69551|126445.63491|126445.63491
29825764|2021-09|0.0|128555.40328|131712.69551|131712.69551|131712.69551
29825764|2021-10|0.0|136655.32258|136655.32258|131712.69551|131712.69551
29829199|2021-06|0.0|136083.76|136083.76|134295.78|134295.78
29829199|2021-07|0.0|131181.2|136083.76|136083.76|136083.76
29829199|2021-08|0.0|133153.89|136083.76|136083.76|136083.76
29829199|2021-09|152.29000000000815|124183.57|133153.89|136083.76|136083.76
29829199|2021-10|0.0|127695.47|133153.89|133153.89|133153.89
29862265|2021-06|0.0|11238.47771|11238.47771|11140.74537|11140.74537
29862265|2021-07|0.0|12254.31114|12254.31114|11238.47771|11238.47771
29862265|2021-08|0.0|13514.60049|13514.60049|12254.31114|12254.31114
29862265|2021-09|0.0|13990.16882|13990.16882|13514.60049|13514.60049
29862265|2021-10|0.0|15562.80836|15562.80836|13990.16882|13990.16882
29910315|2021-06|0.0|113.91044|115.22238|115.22238|115.22238
29910315|2021-07|0.0|113.35836|115.22238|115.22238|115.22238
29910315|2021-08|0.0|113.3713|113.91044|115.22238|115.22238
29910315|2021-09|0.0|113.4772|113.4772|113.91044|113.91044
29910315|2021-10|0.0|112.71775|113.4772|113.4772|113.4772
30022082|2021-06|6936.670000000042|578950.193339|578950.193339|544575.094571|544575.094571
30022082|2021-07|8146.030000000028|593614.263452|593614.263452|578950.193339|578950.193339
30022082|2021-08|7195.380000000005|596537.005732|596537.005732|593614.263452|593614.263452
30022082|2021-09|7190.459999999963|556518.023438|596537.005732|596537.005732|596537.005732
30022082|2021-10|7195.390000000014|591580.017587|596537.005732|596537.005732|596537.005732
30218916|2021-06|0.0|136058.80992|136058.80992|134661.31873|134661.31873
30218916|2021-07|0.0|136730.85963|136730.85963|136058.80992|136058.80992
30218916|2021-08|0.0|138900.62828|138900.62828|136730.85963|136730.85963
30218916|2021-09|0.0|134773.3027|138900.62828|138900.62828|138900.62828
30218916|2021-10|0.0|139070.28604|139070.28604|138900.62828|138900.62828
30226149|2021-06|0.0|8900.35|8900.35|8900.28|8900.28
30226149|2021-07|0.0|8900.42|8900.42|8900.35|8900.35
30428674|2021-06|0.0|12852.3584|12852.3584|12726.3955|12726.3955
30428674|2021-07|0.0|13019.54688|13019.54688|12852.3584|12852.3584
30428674|2021-08|0.0|12990.48387|13019.54688|13019.54688|13019.54688
30428674|2021-09|0.0|12869.40888|13019.54688|13019.54688|13019.54688
30428674|2021-10|0.0|12808.17307|12990.48387|13019.54688|13019.54688
30478086|2021-06|0.0|57581.49|57581.49|56642.58|56642.58
30478086|2021-07|0.0|57922.19|57922.19|57581.49|57581.49
30478086|2021-08|0.0|59051.28|59051.28|57922.19|57922.19
30478086|2021-09|0.0|57175.11|59051.28|59051.28|59051.28
30478086|2021-10|0.0|59705.7|59705.7|59051.28|59051.28
30638728|2021-06|0.0|124684.55631|124684.55631|123188.53172|123188.53172
30638728|2021-07|0.0|124225.34093|124684.55631|124684.55631|124684.55631
30638728|2021-08|0.0|126937.79427|126937.79427|124684.55631|124684.55631
30638728|2021-09|110.63999999999942|122429.14509|126937.79427|126937.79427|126937.79427
30638728|2021-10|0.0|127720.05551|127720.05551|126937.79427|126937.79427
30659922|2021-06|0.0|3030.879|3030.879|1899.169|1899.169
30659922|2021-07|0.0|5.52|3030.879|3030.879|3030.879
30659922|2021-08|0.0|649.09|3030.879|3030.879|3030.879
30659922|2021-09|0.0|667.93|667.93|3030.879|3030.879
30659922|2021-10|0.0|1457.53|1457.53|667.93|667.93
30740655|2021-06|0.0|178622.02551|178829.30637|178829.30637|178829.30637
30740655|2021-07|2.9103830456733704e-11|178454.19609|178829.30637|178829.30637|178829.30637
30740655|2021-08|0.0|181484.74449|181484.74449|178829.30637|178829.30637
30740655|2021-09|0.0|175805.8377|181484.74449|181484.74449|181484.74449
30740655|2021-10|0.0|181321.09036|181484.74449|181484.74449|181484.74449
31018671|2021-06|0.0|267650.44069|267650.44069|265089.3021|265089.3021
31018671|2021-07|0.0|268699.36943|268699.36943|267650.44069|267650.44069
31018671|2021-08|0.0|273064.80067|273064.80067|268699.36943|268699.36943
31018671|2021-09|0.0|264801.96328|273064.80067|273064.80067|273064.80067
31018671|2021-10|0.0|273159.47314|273159.47314|273064.80067|273064.80067
31120226|2021-06|0.0|1218.18754|1218.18754|1182.42306|1182.42306
31120226|2021-07|0.0|1251.43256|1251.43256|1218.18754|1218.18754
31120226|2021-08|0.0|1296.77394|1296.77394|1251.43256|1251.43256
31120226|2021-09|0.0|1278.9212|1296.77394|1296.77394|1296.77394
31120226|2021-10|0.0|1349.31182|1349.31182|1296.77394|1296.77394
31239001|2021-06|58.97000000000117|159391.71376|159391.71376|157125.9946|157125.9946
31239001|2021-07|0.0|160343.48298|160343.48298|159391.71376|159391.71376
31239001|2021-08|0.0|161438.61829|161438.61829|160343.48298|160343.48298
31239001|2021-09|63.75999999998021|158235.58917|161438.61829|161438.61829|161438.61829
31239001|2021-10|0.0|160693.89453|161438.61829|161438.61829|161438.61829
31617331|2021-06|0.0|149919.30631|149919.30631|146561.08978|146561.08978
31617331|2021-07|0.0|141314.55373|149919.30631|149919.30631|149919.30631
31617331|2021-08|0.0|145725.96392|149919.30631|149919.30631|149919.30631
31617331|2021-09|0.0|140292.77555|145725.96392|149919.30631|149919.30631
31617331|2021-10|0.0|150684.96367|150684.96367|145725.96392|145725.96392
31706549|2021-06|0.0|196511.42|196511.42|195460.2|195460.2
31706549|2021-07|0.0|195971.61|196511.42|196511.42|196511.42
31706549|2021-08|0.0|201166.605|201166.605|196511.42|196511.42
31706549|2021-09|101.8300000000163|193235.98|201166.605|201166.605|201166.605
31706549|2021-10|17.380000000004657|205066.54|205066.54|201166.605|201166.605
31709193|2021-06|0.0|24468.19902|24468.19902|24467.1065|24467.1065
31709193|2021-07|0.0|24085.19532|24468.19902|24468.19902|24468.19902
31709193|2021-08|0.0|24207.43376|24468.19902|24468.19902|24468.19902
31709193|2021-09|0.0|24073.064|24207.43376|24468.19902|24468.19902
31709193|2021-10|0.0|24096.63448|24207.43376|24207.43376|24207.43376
31819965|2021-06|0.0|60738.19363|60738.19363|60124.91209|60124.91209
31819965|2021-07|0.0|61189.15595|61189.15595|60738.19363|60738.19363
31819965|2021-08|0.0|62428.37204|62428.37204|61189.15595|61189.15595
31819965|2021-09|42.43999999999505|60041.43268|62428.37204|62428.37204|62428.37204
31819965|2021-10|0.0|62568.3642|62568.3642|62428.37204|62428.37204
31914897|2021-06|0.0|7830.33328|7830.33328|7401.21213|7401.21213
31914897|2021-07|0.0|8052.80539|8052.80539|7830.33328|7830.33328
31914897|2021-08|0.0|8599.01184|8599.01184|8052.80539|8052.80539
31914897|2021-09|0.0|8751.8952|8751.8952|8599.01184|8599.01184
31914897|2021-10|0.0|9553.65705|9553.65705|8751.8952|8751.8952
31993861|2021-06|198.4800000000396|359681.05219|359681.05219|351585.25074|351585.25074
31993861|2021-07|43.04999999998836|361002.51976|361002.51976|359681.05219|359681.05219
31993861|2021-08|51.25|368191.78427|368191.78427|361002.51976|361002.51976
31993861|2021-09|293.21999999997206|356255.01277|368191.78427|368191.78427|368191.78427
31993861|2021-10|39.33999999996741|369982.53108|369982.53108|368191.78427|368191.78427
32117533|2021-06|0.0|9482.41|9482.41|9296.95|9296.95
32117533|2021-07|0.0|9806.35|9806.35|9482.41|9482.41
32117533|2021-08|8.399999999999636|9358.25|9806.35|9806.35|9806.35
32117533|2021-09|0.0|9249.43|9806.35|9806.35|9806.35
32117533|2021-10|0.0|9094.49|9358.25|9806.35|9806.35
32284202|2021-06|0.0|82332.57978|82332.57978|81687.54569|81687.54569
32284202|2021-07|0.0|82788.29869|82788.29869|82332.57978|82332.57978
32284202|2021-08|0.0|84581.36895|84581.36895|82788.29869|82788.29869
32284202|2021-09|0.0|81742.42466|84581.36895|84581.36895|84581.36895
32284202|2021-10|0.0|85306.05691|85306.05691|84581.36895|84581.36895
32298776|2021-06|0.0|256593.35|256593.35|256591.25|256591.25
32298776|2021-07|0.0|256595.52|256595.52|256593.35|256593.35
32298776|2021-08|0.0|256597.69|256597.69|256595.52|256595.52
32298776|2021-09|0.0|256599.79|256599.79|256597.69|256597.69
32298776|2021-10|0.0|256601.96|256601.96|256599.79|256599.79
32372368|2021-06|0.0|2960085.81345|2960085.81345|2944798.45404|2944798.45404
32372368|2021-07|0.0|2975160.12189|2975160.12189|2960085.81345|2960085.81345
32372368|2021-08|0.0|3027444.11833|3027444.11833|2975160.12189|2975160.12189
32376433|2021-06|0.0|54218.57946|54218.57946|53874.984|53874.984
32376433|2021-07|0.0|54461.17049|54461.17049|54218.57946|54218.57946
32376433|2021-08|0.0|55229.18352|55229.18352|54461.17049|54461.17049
32376433|2021-09|-2.9103830456733704e-11|249054.78902|249054.78902|55229.18352|55229.18352
32376433|2021-10|0.0|253815.72139|253815.72139|249054.78902|249054.78902
32518017|2021-06|106.1600000000326|414140.18257|414140.18257|400567.89003|400567.89003
32518017|2021-07|47.22000000003027|417389.06394|417389.06394|414140.18257|414140.18257
32518017|2021-08|0.0|425907.40814|425907.40814|417389.06394|417389.06394
32518017|2021-09|223.63999999995576|409016.07456|425907.40814|425907.40814|425907.40814
32518017|2021-10|49.26000000000931|428884.54111|428884.54111|425907.40814|425907.40814
33036622|2021-06|0.0|264706.04344|264706.04344|261227.29568|261227.29568
33036622|2021-07|0.0|264516.27451|264706.04344|264706.04344|264706.04344
33036622|2021-08|0.0|268770.2846|268770.2846|264706.04344|264706.04344
33036622|2021-09|42.00999999998021|261025.01752|268770.2846|268770.2846|268770.2846
33036622|2021-10|0.0|268902.51955|268902.51955|268770.2846|268770.2846
33051947|2021-06|0.0|3829.38|3829.38|3583.49732|3583.49732
33051947|2021-07|247.7299999999996|4389.48531|4389.48531|3829.38|3829.38
