period|acct|code|mkt|pos|cash|feature_max_mkt|feature_prev_1_max_mkt|feature_prev_2_max_mkt|cash_mov|cash_mov_roll_3|feature_cash_sig_3
2021-01|00000000000101359091|3MS|35591.75464|35591.75464|0.0|35591.75464|||0.0|0.0|0.0
2021-02|00000000000101359091|3MS|36512.55568|36512.55568|0.0|36512.55568|35591.75464|35591.75464|0.0|0.0|0.0
2021-03|00000000000101359091|3MS|37102.15207|37102.15207|0.0|37102.15207|36512.55568|36512.55568|0.0|0.0|0.0
2021-04|00000000000101359091|3MS|37975.7402|37975.7402|0.0|37975.7402|37102.15207|37102.15207|0.0|0.0|0.0
2021-05|00000000000101359091|3MS|38596.92187|38596.92187|0.0|38596.92187|37975.7402|37975.7402|0.0|0.0|0.0
2021-06|00000000000101359091|3MS|38694.06345|38694.06345|0.0|38694.06345|38596.92187|38596.92187|0.0|0.0|0.0
2021-07|00000000000101359091|3MS|38642.03913|38642.03913|0.0|38694.06345|38694.06345|38694.06345|0.0|0.0|0.0
2021-08|00000000000101359091|3MS|39117.02032|39117.02032|0.0|39117.02032|38694.06345|38694.06345|0.0|0.0|0.0
2021-09|00000000000101359091|3MS|38270.01994|38270.01994|0.0|39117.02032|39117.02032|39117.02032|0.0|0.0|0.0
2021-10|00000000000101359091|3MS|0.0|0.0|0.0|39117.02032|39117.02032|39117.02032|0.0|0.0|0.0
2021-01|00002674368|NASHH|73668.663114|73668.663114|0.0|73668.663114|||0.0|0.0|0.0
2021-02|00002674368|NASHH|70610.534531|70610.534531|0.0|73668.663114|73668.663114|73668.663114|0.0|0.0|0.0
2021-03|00002674368|NASHH|69216.16825|69216.16825|0.0|73668.663114|73668.663114|73668.663114|0.0|0.0|0.0
2021-04|00002674368|NASHH|69222.97871|69222.97871|0.0|70610.534531|73668.663114|73668.663114|0.0|0.0|0.0
2021-05|00002674368|NASHH|68312.124632|68312.124632|0.0|69222.97871|70610.534531|70610.534531|0.0|0.0|0.0
2021-06|00002674368|NASHH|67741.755819|67741.755819|0.0|69222.97871|69222.97871|69222.97871|0.0|0.0|0.0
2021-07|00002674368|NASHH|67221.744881|67221.744881|0.0|68312.124632|69222.97871|69222.97871|0.0|0.0|0.0
2021-08|00002674368|NASHH|66349.290221|66349.290221|0.0|67741.755819|68312.124632|68312.124632|0.0|0.0|0.0
2021-09|00002674368|NASHH|64110.292802|64110.292802|0.0|67221.744881|67741.755819|67741.755819|0.0|0.0|0.0
2021-10|00002674368|NASHH|63532.235485|63532.235485|0.0|66349.290221|67221.744881|67221.744881|0.0|0.0|0.0
2021-01|000DAX60196|ALLNZ|158451.811264|158451.81126400002|-2.9103830456733704e-11|158451.811264|||0.0|0.0|0.0
2021-02|000DAX60196|ALLNZ|163237.141452|163237.141452|0.0|163237.141452|158451.811264|158451.811264|0.0|0.0|0.0
2021-03|000DAX60196|ALLNZ|166420.025709|166420.025709|0.0|166420.025709|163237.141452|163237.141452|0.0|0.0|0.0
2021-04|000DAX60196|ALLNZ|170556.080679|170556.080679|0.0|170556.080679|166420.025709|166420.025709|0.0|0.0|0.0
2021-05|000DAX60196|ALLNZ|171066.612791|171066.612791|0.0|171066.612791|170556.080679|170556.080679|0.0|0.0|0.0
2021-06|000DAX60196|ALLNZ|169727.735606|169727.735606|0.0|171066.612791|171066.612791|171066.612791|0.0|0.0|0.0
2021-07|000DAX60196|ALLNZ|167467.720196|167467.720196|0.0|171066.612791|171066.612791|171066.612791|0.0|0.0|0.0
2021-08|000DAX60196|ALLNZ|168926.090504|168926.090504|0.0|169727.735606|171066.612791|171066.612791|0.0|0.0|0.0
2021-09|000DAX60196|ALLNZ|161157.671054|161157.671054|0.0|168926.090504|169727.735606|169727.735606|0.0|0.0|0.0
2021-10|000DAX60196|ALLNZ|166217.921632|166217.921632|0.0|168926.090504|168926.090504|168926.090504|0.0|0.0|0.0
2021-01|001F2047533|WRLAE|53012.089488|53012.089488|0.0|53012.089488|||0.0|0.0|0.0
2021-02|001F2047533|WRLAE|54594.342036|54594.342036|0.0|54594.342036|53012.089488|53012.089488|0.0|0.0|0.0
2021-03|001F2047533|WRLAE|56800.995743|56800.995743|0.0|56800.995743|54594.342036|54594.342036|0.0|0.0|0.0
2021-04|001F2047533|WRLAE|58975.741067|58975.741067|0.0|58975.741067|56800.995743|56800.995743|0.0|0.0|0.0
2021-05|001F2047533|WRLAE|59413.81242|59413.81242|0.0|59413.81242|58975.741067|58975.741067|0.0|0.0|0.0
2021-06|001F2047533|WRLAE|59678.426971|59678.426971|0.0|59678.426971|59413.81242|59413.81242|0.0|0.0|0.0
2021-07|001F2047533|WRLAE|60128.102071|60128.102071|0.0|60128.102071|59678.426971|59678.426971|0.0|0.0|0.0
2021-08|001F2047533|WRLAE|61410.897559|61410.897559|0.0|61410.897559|60128.102071|60128.102071|0.0|0.0|0.0
2021-09|001F2047533|WRLAE|58656.989906|58656.989906|0.0|61410.897559|61410.897559|61410.897559|0.0|0.0|0.0
2021-10|001F2047533|WRLAE|61412.104494|61412.104494|0.0|61412.104494|61410.897559|61410.897559|0.0|0.0|0.0
2021-01|01102479674|METVA|119998.215799|119998.215799|0.0|119998.215799|||0.0|0.0|0.0
2021-02|01102479674|METVA|121402.168837|121402.168837|0.0|121402.168837|119998.215799|119998.215799|0.0|0.0|0.0
2021-03|01102479674|METVA|122633.555261|122633.555261|0.0|122633.555261|121402.168837|121402.168837|0.0|0.0|0.0
2021-04|01102479674|METVA|125718.453383|125718.453383|0.0|125718.453383|122633.555261|122633.555261|0.0|0.0|0.0
2021-05|01102479674|METVA|126311.151801|126311.151801|0.0|126311.151801|125718.453383|125718.453383|0.0|0.0|0.0
2021-06|01102479674|METVA|126704.869705|126704.869705|0.0|126704.869705|126311.151801|126311.151801|0.0|0.0|0.0
2021-07|01102479674|METVA|126776.26111|126776.26111|0.0|126776.26111|126704.869705|126704.869705|0.0|0.0|0.0
2021-08|01102479674|METVA|128156.128425|128156.128425|0.0|128156.128425|126776.26111|126776.26111|0.0|0.0|0.0
2021-09|01102479674|METVA|123932.292647|123932.292647|0.0|128156.128425|128156.128425|128156.128425|0.0|0.0|0.0
2021-10|01102479674|METVA|127823.227983|127823.227983|0.0|128156.128425|128156.128425|128156.128425|0.0|0.0|0.0
2021-01|029018585A|JNLIL|175776.304156|175776.304156|0.0|175776.304156|||0.0|0.0|0.0
2021-02|029018585A|JNLIL|175384.618289|175384.618289|0.0|175776.304156|175776.304156|175776.304156|0.0|0.0|0.0
2021-03|029018585A|JNLIL|175064.370295|175064.370295|0.0|175776.304156|175776.304156|175776.304156|0.0|0.0|0.0
2021-04|029018585A|JNLIL|174698.208418|174698.208418|0.0|175384.618289|175776.304156|175776.304156|0.0|0.0|0.0
2021-05|029018585A|JNLIL|174307.994632|174307.994632|0.0|175064.370295|175384.618289|175384.618289|0.0|0.0|0.0
2021-06|029018585A|JNLIL|173984.425021|173984.425021|0.0|174698.208418|175064.370295|175064.370295|0.0|0.0|0.0
2021-07|029018585A|JNLIL|173619.041198|173619.041198|0.0|174307.994632|174698.208418|174698.208418|0.0|0.0|0.0
2021-08|029018585A|JNLIL|173279.180356|173279.180356|0.0|173984.425021|174307.994632|174307.994632|0.0|0.0|0.0
2021-09|029018585A|JNLIL|167551.44767|167551.44767|0.0|173619.041198|173984.425021|173984.425021|0.0|0.0|0.0
2021-10|029018585A|JNLIL|172062.363126|172062.363126|0.0|173279.180356|173619.041198|173619.041198|0.0|0.0|0.0
2021-01|03200778858|METVA|71374.598924|71374.598924|0.0|71374.598924|||0.0|0.0|0.0
2021-02|03200778858|METVA|73274.427408|73274.427408|0.0|73274.427408|71374.598924|71374.598924|0.0|0.0|0.0
2021-03|03200778858|METVA|74149.212615|74149.212615|0.0|74149.212615|73274.427408|73274.427408|0.0|0.0|0.0
2021-04|03200778858|METVA|76664.328574|76664.328574|0.0|76664.328574|74149.212615|74149.212615|0.0|0.0|0.0
2021-05|03200778858|METVA|77079.901366|77079.901366|0.0|77079.901366|76664.328574|76664.328574|0.0|0.0|0.0
2021-06|03200778858|METVA|76950.599237|76950.599237|0.0|77079.901366|77079.901366|77079.901366|0.0|0.0|0.0
2021-07|03200778858|METVA|76982.301506|76982.301506|0.0|77079.901366|77079.901366|77079.901366|0.0|0.0|0.0
2021-08|03200778858|METVA|77923.987559|77923.987559|0.0|77923.987559|77079.901366|77079.901366|0.0|0.0|0.0
2021-09|03200778858|METVA|74737.655048|74737.655048|0.0|77923.987559|77923.987559|77923.987559|0.0|0.0|0.0
2021-10|03200778858|METVA|77506.145089|77506.145089|0.0|77923.987559|77923.987559|77923.987559|0.0|0.0|0.0
2021-02|03205775995|METVA|12226.451526|12226.451526|0.0|12226.451526|||0.0|0.0|0.0
2021-03|03205775995|METVA|31553.584759|31553.584759|0.0|31553.584759|12226.451526|12226.451526|0.0|0.0|0.0
2021-04|03205775995|METVA|32347.717366|32347.717366|0.0|32347.717366|31553.584759|31553.584759|0.0|0.0|0.0
2021-05|03205775995|METVA|32601.152329|32601.152329|0.0|32601.152329|32347.717366|32347.717366|0.0|0.0|0.0
2021-06|03205775995|METVA|32780.900165|32780.900165|0.0|32780.900165|32601.152329|32601.152329|0.0|0.0|0.0
2021-07|03205775995|METVA|33155.051668|33155.051668|0.0|33155.051668|32780.900165|32780.900165|0.0|0.0|0.0
2021-08|03205775995|METVA|32552.630317|32552.630317|0.0|33155.051668|33155.051668|33155.051668|0.0|0.0|0.0
2021-09|03205775995|METVA|31301.274042|31301.274042|0.0|33155.051668|33155.051668|33155.051668|0.0|0.0|0.0
2021-10|03205775995|METVA|31983.549066|31983.549066|0.0|32552.630317|33155.051668|33155.051668|0.0|0.0|0.0
2021-01|0520005927|METVA|37144.69|37144.69|0.0|37144.69|||0.0|0.0|0.0
2021-02|0520005927|METVA|37364.88|37364.88|0.0|37364.88|37144.69|37144.69|0.0|0.0|0.0
2021-03|0520005927|METVA|37606.48|37606.48|0.0|37606.48|37364.88|37364.88|0.0|0.0|0.0
2021-04|0520005927|METVA|37858.69|37858.69|0.0|37858.69|37606.48|37606.48|0.0|0.0|0.0
2021-05|0520005927|METVA|38116.5|38116.5|0.0|38116.5|37858.69|37858.69|0.0|0.0|0.0
2021-06|0520005927|METVA|38656.8|38656.8|0.0|38656.8|38116.5|38116.5|0.0|0.0|0.0
2021-07|0520005927|METVA|39268.18|39268.18|0.0|39268.18|38656.8|38656.8|0.0|0.0|0.0
2021-08|0520005927|METVA|40330.03|40330.03|0.0|40330.03|39268.18|39268.18|0.0|0.0|0.0
2021-09|0520005927|METVA|38563.95|38563.95|0.0|40330.03|40330.03|40330.03|0.0|0.0|0.0
2021-10|0520005927|METVA|40955.1|40955.1|0.0|40955.1|40330.03|40330.03|0.0|0.0|0.0
2021-01|1004798585|JNLIL|128256.862256|128256.862256|0.0|128256.862256|||0.0|0.0|0.0
2021-02|1004798585|JNLIL|129957.256333|129957.256333|0.0|129957.256333|128256.862256|128256.862256|0.0|0.0|0.0
2021-03|1004798585|JNLIL|132227.433638|132227.433638|0.0|132227.433638|129957.256333|129957.256333|0.0|0.0|0.0
2021-04|1004798585|JNLIL|135693.903947|135693.903947|0.0|135693.903947|132227.433638|132227.433638|0.0|0.0|0.0
2021-05|1004798585|JNLIL|136256.503537|136256.503537|0.0|136256.503537|135693.903947|135693.903947|0.0|0.0|0.0
2021-06|1004798585|JNLIL|136926.642263|136926.642263|0.0|136926.642263|136256.503537|136256.503537|0.0|0.0|0.0
2021-07|1004798585|JNLIL|137764.648092|137764.648092|0.0|137764.648092|136926.642263|136926.642263|0.0|0.0|0.0
2021-08|1004798585|JNLIL|139785.021595|139785.021595|0.0|139785.021595|137764.648092|137764.648092|0.0|0.0|0.0
2021-09|1004798585|JNLIL|133954.808444|133954.808444|0.0|139785.021595|139785.021595|139785.021595|0.0|0.0|0.0
2021-10|1004798585|JNLIL|138598.484999|138598.484999|0.0|139785.021595|139785.021595|139785.021595|0.0|0.0|0.0
2021-01|10184660|LPL|34006.07|34006.07|0.0|34006.07|||0.0|0.0|0.0
2021-02|10184660|LPL|34546.61|34546.61|0.0|34546.61|34006.07|34006.07|0.0|0.0|0.0
2021-03|10184660|LPL|35064.43|35024.45|39.9800000000032|35064.43|34546.61|34546.61|0.0|0.0|0.0
2021-04|10184660|LPL|35959.05|35959.05|0.0|35959.05|35064.43|35064.43|0.0|0.0|0.0
2021-05|10184660|LPL|36240.49|36240.49|0.0|36240.49|35959.05|35959.05|0.0|0.0|0.0
2021-01|1022822353|JNLIL|260947.15|260947.15|0.0|260947.15|||0.0|0.0|0.0
2021-02|1022822353|JNLIL|261412.55|261412.55|0.0|261412.55|260947.15|260947.15|0.0|0.0|0.0
2021-03|1022822353|JNLIL|261962.11|261962.11|0.0|261962.11|261412.55|261412.55|0.0|0.0|0.0
2021-04|1022822353|JNLIL|262462.7|262462.7|0.0|262462.7|261962.11|261962.11|0.0|0.0|0.0
2021-05|1022822353|JNLIL|262930.8|262930.8|0.0|262930.8|262462.7|262462.7|0.0|0.0|0.0
2021-06|1022822353|JNLIL|263483.57|263483.57|0.0|263483.57|262930.8|262930.8|0.0|0.0|0.0
2021-07|1022822353|JNLIL|263987.07|263987.07|0.0|263987.07|263483.57|263483.57|0.0|0.0|0.0
2021-08|1022822353|JNLIL|264525.21|264525.21|0.0|264525.21|263987.07|263987.07|0.0|0.0|0.0
2021-09|1022822353|JNLIL|265030.72|265030.72|0.0|265030.72|264525.21|264525.21|0.0|0.0|0.0
2021-10|1022822353|JNLIL|265520.28|265520.28|0.0|265520.28|265030.72|265030.72|0.0|0.0|0.0
2021-01|10272191|JPC|3869.750097|3869.750097|0.0|3869.750097|||0.0|0.0|0.0
2021-02|10272191|JPC|4110.098544|4110.098544|0.0|4110.098544|3869.750097|3869.750097|0.0|0.0|0.0
2021-03|10272191|JPC|4342.825747|4342.825747|0.0|4342.825747|4110.098544|4110.098544|0.0|0.0|0.0
2021-04|10272191|JPC|4672.92234|4672.92234|0.0|4672.92234|4342.825747|4342.825747|0.0|0.0|0.0
2021-05|10272191|JPC|4888.88503|4888.88503|0.0|4888.88503|4672.92234|4672.92234|0.0|0.0|0.0
2021-06|10272191|JPC|5063.03235|5063.03235|0.0|5063.03235|4888.88503|4888.88503|0.0|0.0|0.0
2021-07|10272191|JPC|5255.971962|5255.971962|0.0|5255.971962|5063.03235|5063.03235|0.0|0.0|0.0
2021-08|10272191|JPC|5509.754437|5509.754437|0.0|5509.754437|5255.971962|5255.971962|0.0|0.0|0.0
2021-09|10272191|JPC|5445.88644|5445.88644|0.0|5509.754437|5509.754437|5509.754437|0.0|0.0|0.0
2021-10|10272191|JPC|5844.892877|5844.892877|0.0|5844.892877|5509.754437|5509.754437|0.0|0.0|0.0
2021-01|10349384|LPL|69820.82158|69820.82158|0.0|69820.82158|||0.0|0.0|0.0
2021-02|10349384|LPL|69879.3432|69879.3432|0.0|69879.3432|69820.82158|69820.82158|0.0|0.0|0.0
2021-03|10349384|LPL|69703.99174|69703.99174|0.0|69879.3432|69879.3432|69879.3432|0.0|0.0|0.0
2021-04|10349384|LPL|54664.08296|54664.08296|0.0|69879.3432|69879.3432|69879.3432|0.0|0.0|0.0
2021-05|10349384|LPL|54886.07737|54886.07737|0.0|69703.99174|69879.3432|69879.3432|0.0|0.0|0.0
2021-06|10349384|LPL|55231.6444|55231.64439999999|7.275957614183426e-12|55231.6444|69703.99174|69703.99174|0.0|0.0|0.0
2021-07|10349384|LPL|55546.97728|55546.97728000001|-7.275957614183426e-12|55546.97728|55231.6444|55231.6444|0.0|0.0|0.0
2021-08|10349384|LPL|55758.16458|55758.16458|0.0|55758.16458|55546.97728|55546.97728|0.0|0.0|0.0
2021-09|10349384|LPL|54903.11344|54903.11344|0.0|55758.16458|55758.16458|55758.16458|0.0|0.0|0.0
2021-10|10349384|LPL|55183.01637|55183.01637|0.0|55758.16458|55758.16458|55758.16458|0.0|0.0|0.0
2021-01|10352707|LPL|137205.35|137205.35|0.0|137205.35|||0.0|0.0|0.0
2021-02|10352707|LPL|139312.83|139312.83000000002|-2.9103830456733704e-11|139312.83|137205.35|137205.35|0.0|0.0|0.0
2021-03|10352707|LPL|141342.01|141183.11|158.90000000002328|141342.01|139312.83|139312.83|0.0|0.0|0.0
2021-04|10352707|LPL|144932.46|144932.46|0.0|144932.46|141342.01|141342.01|0.0|0.0|0.0
2021-05|10352707|LPL|146061.85|146061.85|0.0|146061.85|144932.46|144932.46|0.0|0.0|0.0
2021-06|10352707|LPL|148000.25|148000.25|0.0|148000.25|146061.85|146061.85|0.0|0.0|0.0
2021-07|10352707|LPL|148045.16|148045.16|0.0|148045.16|148000.25|148000.25|0.0|0.0|0.0
2021-08|10352707|LPL|150346.35|150346.35|0.0|150346.35|148045.16|148045.16|0.0|0.0|0.0
2021-09|10352707|LPL|145557.76|145369.56|188.20000000001164|150346.35|150346.35|150346.35|0.0|0.0|0.0
2021-10|10352707|LPL|149999.93|149999.93|0.0|150346.35|150346.35|150346.35|0.0|0.0|0.0
2021-01|10363888|BTD|5753.76269|5753.76269|0.0|5753.76269|||0.0|0.0|0.0
2021-02|10363888|BTD|5745.90036|5745.90036|0.0|5753.76269|5753.76269|5753.76269|0.0|0.0|0.0
2021-03|10363888|BTD|5770.55049|5770.55049|0.0|5770.55049|5753.76269|5753.76269|0.0|0.0|0.0
2021-04|10363888|BTD|5104.13392|5104.13392|0.0|5770.55049|5770.55049|5770.55049|0.0|0.0|0.0
2021-05|10363888|BTD|5132.35884|5132.35884|0.0|5770.55049|5770.55049|5770.55049|0.0|0.0|0.0
2021-06|10363888|BTD|5152.37058|5152.37058|0.0|5152.37058|5770.55049|5770.55049|0.0|0.0|0.0
2021-07|10363888|BTD|5191.25947|5191.25947|0.0|5191.25947|5152.37058|5152.37058|0.0|0.0|0.0
2021-08|10363888|BTD|5211.28805|5211.28805|0.0|5211.28805|5191.25947|5191.25947|0.0|0.0|0.0
2021-09|10363888|BTD|5218.73858|5218.73858|0.0|5218.73858|5211.28805|5211.28805|0.0|0.0|0.0
2021-10|10363888|BTD|5242.94739|5242.947389999999|9.094947017729282e-13|5242.94739|5218.73858|5218.73858|0.0|0.0|0.0
2021-01|10427562|LPL|75115.51344|75115.51344000001|-1.4551915228366852e-11|75115.51344|||0.0|0.0|0.0
2021-02|10427562|LPL|76700.96885|76700.96885|0.0|76700.96885|75115.51344|75115.51344|0.0|0.0|0.0
2021-03|10427562|LPL|78194.41232|78194.41232|0.0|78194.41232|76700.96885|76700.96885|0.0|0.0|0.0
2021-04|10427562|LPL|79956.63219|79956.63219|0.0|79956.63219|78194.41232|78194.41232|0.0|0.0|0.0
2021-05|10427562|LPL|81521.11513|81521.11513|0.0|81521.11513|79956.63219|79956.63219|0.0|0.0|0.0
2021-06|10427562|LPL|81662.66266|81662.66266|0.0|81662.66266|81521.11513|81521.11513|0.0|0.0|0.0
2021-07|10427562|LPL|81374.60632|81374.60632|0.0|81662.66266|81662.66266|81662.66266|0.0|0.0|0.0
2021-08|10427562|LPL|82334.45756|82334.45756|0.0|82334.45756|81662.66266|81662.66266|0.0|0.0|0.0
2021-09|10427562|LPL|80625.82253|80625.82253|0.0|82334.45756|82334.45756|82334.45756|0.0|0.0|0.0
2021-10|10427562|LPL|82393.40774|82393.40774|0.0|82393.40774|82334.45756|82334.45756|0.0|0.0|0.0
2021-01|10544244|AFC|623.51784|623.51784|0.0|623.51784|||0.0|0.0|0.0
2021-02|10544244|AFC|658.76685|658.76685|0.0|658.76685|623.51784|623.51784|0.0|0.0|0.0
2021-03|10544244|AFC|691.51834|691.51834|0.0|691.51834|658.76685|658.76685|0.0|0.0|0.0
2021-04|10544244|AFC|741.08125|741.08125|0.0|741.08125|691.51834|691.51834|0.0|0.0|0.0
2021-05|10544244|AFC|773.82116|773.82116|0.0|773.82116|741.08125|741.08125|0.0|0.0|0.0
2021-06|10544244|AFC|806.01632|806.01632|0.0|806.01632|773.82116|773.82116|0.0|0.0|0.0
2021-07|10544244|AFC|836.57427|836.57427|0.0|836.57427|806.01632|806.01632|0.0|0.0|0.0
2021-08|10544244|AFC|878.77064|878.77064|0.0|878.77064|836.57427|836.57427|0.0|0.0|0.0
2021-09|10544244|AFC|875.14929|875.14929|0.0|878.77064|878.77064|878.77064|0.0|0.0|0.0
2021-10|10544244|AFC|935.47982|935.47982|0.0|935.47982|878.77064|878.77064|0.0|0.0|0.0
2021-01|10611165|AMR|26938.09896|26938.09896|0.0|26938.09896|||0.0|0.0|0.0
2021-02|10611165|AMR|27943.9827|27943.9827|0.0|27943.9827|26938.09896|26938.09896|0.0|0.0|0.0
2021-03|10611165|AMR|28594.30133|28594.30133|0.0|28594.30133|27943.9827|27943.9827|0.0|0.0|0.0
2021-04|10611165|AMR|30350.82236|30350.82236|0.0|30350.82236|28594.30133|28594.30133|0.0|0.0|0.0
2021-05|10611165|AMR|30684.88928|30684.88928|0.0|30684.88928|30350.82236|30350.82236|0.0|0.0|0.0
2021-06|10611165|AMR|31729.5461|31729.5461|0.0|31729.5461|30684.88928|30684.88928|0.0|0.0|0.0
2021-07|10611165|AMR|32333.55072|32333.55072|0.0|32333.55072|31729.5461|31729.5461|0.0|0.0|0.0
2021-08|10611165|AMR|33678.14777|33678.14777|0.0|33678.14777|32333.55072|32333.55072|0.0|0.0|0.0
2021-09|10611165|AMR|32627.99895|32627.99895|0.0|33678.14777|33678.14777|33678.14777|0.0|0.0|0.0
2021-10|10611165|AMR|35122.18983|35122.18983|0.0|35122.18983|33678.14777|33678.14777|0.0|0.0|0.0
2021-04|10996453|LPL|49802.32|49802.32|0.0|49802.32|||0.0|0.0|0.0
2021-05|10996453|LPL|50458.97|50458.97|0.0|50458.97|49802.32|49802.32|0.0|0.0|0.0
2021-06|10996453|LPL|51144.89|51144.89|0.0|51144.89|50458.97|50458.97|0.0|0.0|0.0
2021-07|10996453|LPL|50938.14|50938.14|0.0|51144.89|51144.89|51144.89|0.0|0.0|0.0
2021-08|10996453|LPL|51938.57|51938.57|0.0|51938.57|51144.89|51144.89|0.0|0.0|0.0
2021-09|10996453|LPL|49999.24|49909.48|89.75999999999476|51938.57|51938.57|51938.57|0.0|0.0|0.0
2021-10|10996453|LPL|51981.27|51981.27|0.0|51981.27|51938.57|51938.57|0.0|0.0|0.0
2021-01|11011077|AMR|102665.43349|102665.43349|0.0|102665.43349|||0.0|0.0|0.0
2021-02|11011077|AMR|105068.6407|105068.6407|0.0|105068.6407|102665.43349|102665.43349|0.0|0.0|0.0
2021-03|11011077|AMR|213702.56185|213702.56185|0.0|213702.56185|105068.6407|105068.6407|0.0|0.0|0.0
2021-04|11011077|AMR|222292.58825|222292.58825|0.0|222292.58825|213702.56185|213702.56185|0.0|0.0|0.0
2021-05|11011077|AMR|225860.53119|225860.53119|0.0|225860.53119|222292.58825|222292.58825|0.0|0.0|0.0
2021-06|11011077|AMR|228424.33567|228424.33567|0.0|228424.33567|225860.53119|225860.53119|0.0|0.0|0.0
2021-07|11011077|AMR|230120.73271|230120.73271|0.0|230120.73271|228424.33567|228424.33567|0.0|0.0|0.0
2021-08|11011077|AMR|235435.07742|235435.07742|0.0|235435.07742|230120.73271|230120.73271|0.0|0.0|0.0
2021-09|11011077|AMR|226285.9517|226285.9517|0.0|235435.07742|235435.07742|235435.07742|0.0|0.0|0.0
2021-10|11011077|AMR|237936.79739|237936.79739|0.0|237936.79739|235435.07742|235435.07742|0.0|0.0|0.0
2021-01|11064017|LPL|152280.26504|152280.26504|0.0|152280.26504|||0.0|0.0|0.0
2021-02|11064017|LPL|151958.79368|151958.79368|0.0|152280.26504|152280.26504|152280.26504|0.0|0.0|0.0
2021-03|11064017|LPL|152195.51294|152195.51294000002|-2.9103830456733704e-11|152280.26504|152280.26504|152280.26504|0.0|0.0|0.0
2021-04|11064017|LPL|154228.84519|154228.84519|0.0|154228.84519|152280.26504|152280.26504|0.0|0.0|0.0
2021-05|11064017|LPL|155098.17742|155098.17742|0.0|155098.17742|154228.84519|154228.84519|0.0|0.0|0.0
2021-06|11064017|LPL|156398.31596|156398.31596|0.0|156398.31596|155098.17742|155098.17742|0.0|0.0|0.0
2021-07|11064017|LPL|157047.33308|157047.33308|0.0|157047.33308|156398.31596|156398.31596|0.0|0.0|0.0
2021-08|11064017|LPL|157861.16425|157861.16425|0.0|157861.16425|157047.33308|157047.33308|0.0|0.0|0.0
2021-09|11064017|LPL|155651.94529|155651.94529|0.0|157861.16425|157861.16425|157861.16425|0.0|0.0|0.0
2021-10|11064017|LPL|156743.29621|156743.29621|0.0|157861.16425|157861.16425|157861.16425|0.0|0.0|0.0
2021-01|11361356|LPL|118562.57|118447.77|114.80000000000292|118562.57|||0.0|0.0|0.0
2021-02|11361356|LPL|122085.97|121971.17|114.80000000000292|122085.97|118562.57|118562.57|0.0|0.0|0.0
2021-03|11361356|LPL|125638.69|125260.07|378.61999999999534|125638.69|122085.97|122085.97|0.0|0.0|0.0
2021-04|11361356|LPL|129324.91|129062.51|262.4000000000088|129324.91|125638.69|125638.69|0.0|0.0|0.0
2021-05|11361356|LPL|129319.42|129229.02|90.39999999999418|129324.91|129324.91|129324.91|0.0|0.0|0.0
2021-06|11361356|LPL|132262.97|131884.35|378.61999999999534|132262.97|129324.91|129324.91|0.0|0.0|0.0
2021-07|11361356|LPL|130448.68|130358.28|90.39999999999418|132262.97|132262.97|132262.97|0.0|0.0|0.0
2021-08|11361356|LPL|133171.77|133081.37|90.39999999999418|133171.77|132262.97|132262.97|0.0|0.0|0.0
2021-09|11361356|LPL|127654.99|127389.59|265.4000000000088|133171.77|133171.77|133171.77|0.0|0.0|0.0
2021-10|11361356|LPL|133726.55|133666.55|60.0|133726.55|133171.77|133171.77|0.0|0.0|0.0
2021-01|11561498|LPL|642211.28924|642211.2892400001|-1.1641532182693479e-10|642211.28924|||0.0|0.0|0.0
2021-02|11561498|LPL|666243.25761|666243.25761|0.0|666243.25761|642211.28924|642211.28924|0.0|0.0|0.0
2021-03|11561498|LPL|691544.93289|691544.9328899999|1.1641532182693479e-10|691544.93289|666243.25761|666243.25761|0.0|0.0|0.0
2021-04|11561498|LPL|716896.93764|716896.93764|0.0|716896.93764|691544.93289|691544.93289|0.0|0.0|0.0
2021-05|11561498|LPL|728592.02333|728592.02333|0.0|728592.02333|716896.93764|716896.93764|0.0|0.0|0.0
2021-06|11561498|LPL|734226.2357|734226.2357000001|-1.1641532182693479e-10|734226.2357|728592.02333|728592.02333|0.0|0.0|0.0
2021-07|11561498|LPL|738305.21766|738305.21766|0.0|738305.21766|734226.2357|734226.2357|0.0|0.0|0.0
2021-08|11561498|LPL|754396.69126|746845.72126|7550.969999999972|754396.69126|738305.21766|738305.21766|0.0|0.0|0.0
2021-09|11561498|LPL|724798.8302|724798.8302|0.0|754396.69126|754396.69126|754396.69126|0.0|0.0|0.0
2021-10|11561498|LPL|758020.39552|758020.39552|0.0|758020.39552|754396.69126|754396.69126|0.0|0.0|0.0
2021-01|11598118|TMW|145487.6031|145487.6031|0.0|145487.6031|||0.0|0.0|0.0
2021-02|11598118|TMW|148278.4912|148278.4912|0.0|148278.4912|145487.6031|145487.6031|0.0|0.0|0.0
2021-03|11598118|TMW|150931.9515|150931.9515|0.0|150931.9515|148278.4912|148278.4912|0.0|0.0|0.0
2021-04|11598118|TMW|156430.81908|156430.81908|0.0|156430.81908|150931.9515|150931.9515|0.0|0.0|0.0
2021-05|11598118|TMW|158605.77389|158605.77389|0.0|158605.77389|156430.81908|156430.81908|0.0|0.0|0.0
2021-06|11598118|TMW|162147.4184|162147.4184|0.0|162147.4184|158605.77389|158605.77389|0.0|0.0|0.0
2021-07|11598118|TMW|165621.71668|165621.71668|0.0|165621.71668|162147.4184|162147.4184|0.0|0.0|0.0
