period|acct|code|mkt|pos|cash|feature_max_mkt|feature_prev_1_max_mkt|feature_prev_2_max_mkt|cash_mov|cash_mov_roll_3|feature_cash_sig_3
2021-05|41384546|CFS|3724.53744|3724.53744|0.0|3724.53744|3667.99632|3667.99632|0.0|0.0|0.0
2021-06|41384546|CFS|3791.03382|3791.03382|0.0|3791.03382|3724.53744|3724.53744|0.0|0.0|0.0
2021-07|41384546|CFS|3861.01917|3861.01917|0.0|3861.01917|3791.03382|3791.03382|0.0|0.0|0.0
2021-08|41384546|CFS|3907.65424|3907.65424|0.0|3907.65424|3861.01917|3861.01917|0.0|0.0|0.0
2021-09|41384546|CFS|3940.3782|3940.3782|0.0|3940.3782|3907.65424|3907.65424|0.0|0.0|0.0
2021-10|41384546|CFS|3986.97324|3986.97324|0.0|3986.97324|3940.3782|3940.3782|0.0|0.0|0.0
2021-01|41397613|LPL|290851.79536|290851.79536|0.0|290851.79536|||0.0|0.0|0.0
2021-02|41397613|LPL|291076.26913|291076.26913|0.0|291076.26913|290851.79536|290851.79536|0.0|0.0|0.0
2021-03|41397613|LPL|293973.43961|293973.43961|0.0|293973.43961|291076.26913|291076.26913|0.0|0.0|0.0
2021-04|41397613|LPL|298443.21734|298443.21734|0.0|298443.21734|293973.43961|293973.43961|0.0|0.0|0.0
2021-05|41397613|LPL|301510.92034|301510.92034|0.0|301510.92034|298443.21734|298443.21734|0.0|0.0|0.0
2021-06|41397613|LPL|302738.45133|302738.45133|0.0|302738.45133|301510.92034|301510.92034|0.0|0.0|0.0
2021-07|41397613|LPL|304279.19259|304279.19259|0.0|304279.19259|302738.45133|302738.45133|0.0|0.0|0.0
2021-08|41397613|LPL|305201.10843|305201.10843|0.0|305201.10843|304279.19259|304279.19259|0.0|0.0|0.0
2021-09|41397613|LPL|301763.71487|301763.71487|0.0|305201.10843|305201.10843|305201.10843|0.0|0.0|0.0
2021-10|41397613|LPL|296092.6902|296092.69020000007|-5.820766091346741e-11|305201.10843|305201.10843|305201.10843|0.0|0.0|0.0
2021-01|41400914|MFS|17144.366|17144.366|0.0|17144.366|||0.0|0.0|0.0
2021-02|41400914|MFS|17827.84885|17827.84885|0.0|17827.84885|17144.366|17144.366|0.0|0.0|0.0
2021-03|41400914|MFS|18685.8297|18685.8297|0.0|18685.8297|17827.84885|17827.84885|0.0|0.0|0.0
2021-04|41400914|MFS|19564.95904|19564.95904|0.0|19564.95904|18685.8297|18685.8297|0.0|0.0|0.0
2021-05|41400914|MFS|20205.86946|20205.86946|0.0|20205.86946|19564.95904|19564.95904|0.0|0.0|0.0
2021-06|41400914|MFS|20441.54835|20441.54835|0.0|20441.54835|20205.86946|20205.86946|0.0|0.0|0.0
2021-07|41400914|MFS|21002.13346|21002.13346|0.0|21002.13346|20441.54835|20441.54835|0.0|0.0|0.0
2021-08|41400914|MFS|21615.8026|21615.8026|0.0|21615.8026|21002.13346|21002.13346|0.0|0.0|0.0
2021-09|41400914|MFS|21302.8722|21302.8722|0.0|21615.8026|21615.8026|21615.8026|0.0|0.0|0.0
2021-10|41400914|MFS|22372.7964|22372.7964|0.0|22372.7964|21615.8026|21615.8026|0.0|0.0|0.0
2021-01|41648763|AMR|138415.20156|138415.20156000002|-2.9103830456733704e-11|138415.20156|||0.0|0.0|0.0
2021-02|41648763|AMR|140578.12086|140578.12086|0.0|140578.12086|138415.20156|138415.20156|0.0|0.0|0.0
2021-03|41648763|AMR|141070.05292|141070.05292|0.0|141070.05292|140578.12086|140578.12086|0.0|0.0|0.0
2021-04|41648763|AMR|146194.04848|146194.04848|0.0|146194.04848|141070.05292|141070.05292|0.0|0.0|0.0
2021-05|41648763|AMR|146934.61172|146934.61172|0.0|146934.61172|146194.04848|146194.04848|0.0|0.0|0.0
2021-06|41648763|AMR|149374.69204|149374.69204|0.0|149374.69204|146934.61172|146934.61172|0.0|0.0|0.0
2021-07|41648763|AMR|150564.80617|150564.80617|0.0|150564.80617|149374.69204|149374.69204|0.0|0.0|0.0
2021-08|41648763|AMR|153645.58327|153645.58327|0.0|153645.58327|150564.80617|150564.80617|0.0|0.0|0.0
2021-09|41648763|AMR|149122.36184|149122.36184|0.0|153645.58327|153645.58327|153645.58327|0.0|0.0|0.0
2021-10|41648763|AMR|155223.88512|155223.88512|0.0|155223.88512|153645.58327|153645.58327|0.0|0.0|0.0
2021-01|41694686|FRK|54679.29192|54679.29192|0.0|54679.29192|||0.0|0.0|0.0
2021-02|41694686|FRK|55674.81078|55674.81078|0.0|55674.81078|54679.29192|54679.29192|0.0|0.0|0.0
2021-03|41694686|FRK|57013.35348|57013.35348|0.0|57013.35348|55674.81078|55674.81078|0.0|0.0|0.0
2021-04|41694686|FRK|58720.5592|58720.5592|0.0|58720.5592|57013.35348|57013.35348|0.0|0.0|0.0
2021-05|41694686|FRK|60189.44566|60189.44566|0.0|60189.44566|58720.5592|58720.5592|0.0|0.0|0.0
2021-06|41694686|FRK|62004.26232|62004.26232|0.0|62004.26232|60189.44566|60189.44566|0.0|0.0|0.0
2021-07|41694686|FRK|61912.2684|61912.2684|0.0|62004.26232|62004.26232|62004.26232|0.0|0.0|0.0
2021-08|41694686|FRK|62781.738|62781.738|0.0|62781.738|62004.26232|62004.26232|0.0|0.0|0.0
2021-09|41694686|FRK|63782.1324|63782.1324|0.0|63782.1324|62781.738|62781.738|0.0|0.0|0.0
2021-10|41694686|FRK|64730.46267|64730.46267|0.0|64730.46267|63782.1324|63782.1324|0.0|0.0|0.0
2021-01|41933333|AFC|31114.96386|31114.96386|0.0|31114.96386|||0.0|0.0|0.0
2021-02|41933333|AFC|31673.43684|31673.43684|0.0|31673.43684|31114.96386|31114.96386|0.0|0.0|0.0
2021-03|41933333|AFC|32187.36111|32187.36111|0.0|32187.36111|31673.43684|31673.43684|0.0|0.0|0.0
2021-04|41933333|AFC|33444.1775|33444.1775|0.0|33444.1775|32187.36111|32187.36111|0.0|0.0|0.0
2021-05|41933333|AFC|33824.63267|33824.63267|0.0|33824.63267|33444.1775|33444.1775|0.0|0.0|0.0
2021-06|41933333|AFC|34251.07364|34251.07364|0.0|34251.07364|33824.63267|33824.63267|0.0|0.0|0.0
2021-07|41933333|AFC|34465.24991|34465.24991|0.0|34465.24991|34251.07364|34251.07364|0.0|0.0|0.0
2021-08|41933333|AFC|35328.27656|35328.27656|0.0|35328.27656|34465.24991|34465.24991|0.0|0.0|0.0
2021-09|41933333|AFC|34113.40889|34113.40889|0.0|35328.27656|35328.27656|35328.27656|0.0|0.0|0.0
2021-10|41933333|AFC|35980.46894|35980.46894|0.0|35980.46894|35328.27656|35328.27656|0.0|0.0|0.0
2021-01|42180446|LPL|103388.13256|103388.13256|0.0|103388.13256|||0.0|0.0|0.0
2021-02|42180446|LPL|104273.04885|104273.04885|0.0|104273.04885|103388.13256|103388.13256|0.0|0.0|0.0
2021-03|42180446|LPL|105212.7609|105212.7609|0.0|105212.7609|104273.04885|104273.04885|0.0|0.0|0.0
2021-04|42180446|LPL|107363.41956|107363.41956|0.0|107363.41956|105212.7609|105212.7609|0.0|0.0|0.0
2021-05|42180446|LPL|108044.2978|108044.2978|0.0|108044.2978|107363.41956|107363.41956|0.0|0.0|0.0
2021-06|42180446|LPL|109066.91851|109066.91851|0.0|109066.91851|108044.2978|108044.2978|0.0|0.0|0.0
2021-07|42180446|LPL|109746.47948|109746.47948|0.0|109746.47948|109066.91851|109066.91851|0.0|0.0|0.0
2021-08|42180446|LPL|111032.29538|111032.29538|0.0|111032.29538|109746.47948|109746.47948|0.0|0.0|0.0
2021-09|42180446|LPL|108897.97734|108897.97734|0.0|111032.29538|111032.29538|111032.29538|0.0|0.0|0.0
2021-10|42180446|LPL|110560.25075|110560.25075|0.0|111032.29538|111032.29538|111032.29538|0.0|0.0|0.0
2021-01|42236681|LPL|86936.085|86936.08499999999|1.4551915228366852e-11|86936.085|||0.0|0.0|0.0
2021-02|42236681|LPL|88406.79|88406.79|0.0|88406.79|86936.085|86936.085|0.0|0.0|0.0
2021-03|42236681|LPL|90424.43|90268.69|155.7399999999907|90424.43|88406.79|88406.79|0.0|0.0|0.0
2021-04|42236681|LPL|93268.24|93268.24|0.0|93268.24|90424.43|90424.43|0.0|0.0|0.0
2021-05|42236681|LPL|94512.8|94512.8|0.0|94512.8|93268.24|93268.24|0.0|0.0|0.0
2021-06|42236681|LPL|95565.39|95565.39|0.0|95565.39|94512.8|94512.8|0.0|0.0|0.0
2021-07|42236681|LPL|95622.57|95622.57|0.0|95622.57|95565.39|95565.39|0.0|0.0|0.0
2021-08|42236681|LPL|97411.05|97411.05|0.0|97411.05|95622.57|95622.57|0.0|0.0|0.0
2021-09|42236681|LPL|59936.2|59802.34|133.86000000000058|97411.05|97411.05|97411.05|0.0|0.0|0.0
2021-10|42236681|LPL|62557.92|62557.92|0.0|97411.05|97411.05|97411.05|0.0|0.0|0.0
2021-01|42250030|LPL|37559.51947|37559.51947|0.0|37559.51947|||0.0|0.0|0.0
2021-02|42250030|LPL|38789.27597|38401.28597|387.9900000000053|38789.27597|37559.51947|37559.51947|0.0|0.0|0.0
2021-03|42250030|LPL|39620.98661|39620.98661|0.0|39620.98661|38789.27597|38789.27597|0.0|0.0|0.0
2021-04|42250030|LPL|41372.87487|41372.87487|0.0|41372.87487|39620.98661|39620.98661|0.0|0.0|0.0
2021-05|42250030|LPL|41622.96108|41622.96108|0.0|41622.96108|41372.87487|41372.87487|0.0|0.0|0.0
2021-06|42250030|LPL|41869.80248|41869.80248|0.0|41869.80248|41622.96108|41622.96108|0.0|0.0|0.0
2021-07|42250030|LPL|42133.67181|42133.67181|0.0|42133.67181|41869.80248|41869.80248|0.0|0.0|0.0
2021-08|42250030|LPL|43050.44799|43050.44799|0.0|43050.44799|42133.67181|42133.67181|0.0|0.0|0.0
2021-09|42250030|LPL|41322.13724|41322.13724|0.0|43050.44799|43050.44799|43050.44799|0.0|0.0|0.0
2021-10|42250030|LPL|43262.2113|43262.2113|0.0|43262.2113|43050.44799|43050.44799|0.0|0.0|0.0
2021-01|42278000|LPL|6195.9|6195.9|0.0|6195.9|||0.0|0.0|0.0
2021-02|42278000|LPL|6274.4|6274.4|0.0|6274.4|6195.9|6195.9|0.0|0.0|0.0
2021-03|42278000|LPL|6508.75|6508.75|0.0|6508.75|6274.4|6274.4|0.0|0.0|0.0
2021-04|42278000|LPL|17665.19|17665.19|0.0|17665.19|6508.75|6508.75|0.0|0.0|0.0
2021-05|42278000|LPL|17821.73|17821.73|0.0|17821.73|17665.19|17665.19|0.0|0.0|0.0
2021-06|42278000|LPL|7938.26|7938.26|0.0|17821.73|17821.73|17821.73|0.0|0.0|0.0
2021-07|42278000|LPL|8094.71|8094.71|0.0|17821.73|17821.73|17821.73|0.0|0.0|0.0
2021-08|42278000|LPL|5583.63|5583.63|0.0|8094.71|17821.73|17821.73|0.0|0.0|0.0
2021-09|42278000|LPL|19540.12|19540.12|0.0|19540.12|8094.71|8094.71|0.0|0.0|0.0
2021-10|42278000|LPL|19696.67|19696.67|0.0|19696.67|19540.12|19540.12|0.0|0.0|0.0
2021-01|42356565|LPL|88044.96651|88044.96651|0.0|88044.96651|||0.0|0.0|0.0
2021-02|42356565|LPL|91453.92614|91453.92614|0.0|91453.92614|88044.96651|88044.96651|0.0|0.0|0.0
2021-03|42356565|LPL|92862.74371|92862.74371|0.0|92862.74371|91453.92614|91453.92614|0.0|0.0|0.0
2021-04|42356565|LPL|97018.48315|97018.48315|0.0|97018.48315|92862.74371|92862.74371|0.0|0.0|0.0
2021-05|42356565|LPL|97702.10359|97702.10359|0.0|97702.10359|97018.48315|97018.48315|0.0|0.0|0.0
2021-06|42356565|LPL|99419.69528|99419.69528|0.0|99419.69528|97702.10359|97702.10359|0.0|0.0|0.0
2021-07|42356565|LPL|99194.37234|99194.37234|0.0|99419.69528|99419.69528|99419.69528|0.0|0.0|0.0
2021-08|42356565|LPL|101251.09891|101251.09891|0.0|101251.09891|99419.69528|99419.69528|0.0|0.0|0.0
2021-09|42356565|LPL|97447.76636|97447.76636|0.0|101251.09891|101251.09891|101251.09891|0.0|0.0|0.0
2021-10|42356565|LPL|101058.88657|101058.88657|0.0|101251.09891|101251.09891|101251.09891|0.0|0.0|0.0
2021-01|42382468|LPL|53952.15511|53952.15511|0.0|53952.15511|||0.0|0.0|0.0
2021-02|42382468|LPL|54743.78641|54743.78641|0.0|54743.78641|53952.15511|53952.15511|0.0|0.0|0.0
2021-03|42382468|LPL|55908.79555|55908.79555|0.0|55908.79555|54743.78641|54743.78641|0.0|0.0|0.0
2021-04|42382468|LPL|57495.6593|57495.65929999999|7.275957614183426e-12|57495.6593|55908.79555|55908.79555|0.0|0.0|0.0
2021-05|42382468|LPL|58097.48453|58097.48453|0.0|58097.48453|57495.6593|57495.6593|0.0|0.0|0.0
2021-06|42382468|LPL|58607.7348|58607.7348|0.0|58607.7348|58097.48453|58097.48453|0.0|0.0|0.0
2021-07|42382468|LPL|59154.36766|59154.36766|0.0|59154.36766|58607.7348|58607.7348|0.0|0.0|0.0
2021-08|42382468|LPL|56464.89922|56464.89922|0.0|59154.36766|59154.36766|59154.36766|0.0|0.0|0.0
2021-09|42382468|LPL|54612.89231|54612.89231|0.0|59154.36766|59154.36766|59154.36766|0.0|0.0|0.0
2021-10|42382468|LPL|56027.99575|56027.99575|0.0|56464.89922|59154.36766|59154.36766|0.0|0.0|0.0
2021-01|42543679|AMR|1255.47576|1255.47576|0.0|1255.47576|||0.0|0.0|0.0
2021-02|42543679|AMR|1269.70578|1269.70578|0.0|1269.70578|1255.47576|1255.47576|0.0|0.0|0.0
2021-03|42543679|AMR|1280.90666|1280.90666|0.0|1280.90666|1269.70578|1269.70578|0.0|0.0|0.0
2021-04|42543679|AMR|1328.22774|1328.22774|0.0|1328.22774|1280.90666|1280.90666|0.0|0.0|0.0
2021-05|42543679|AMR|1334.68766|1334.68766|0.0|1334.68766|1328.22774|1328.22774|0.0|0.0|0.0
2021-06|42543679|AMR|1362.3204|1362.3204|0.0|1362.3204|1334.68766|1334.68766|0.0|0.0|0.0
2021-07|42543679|AMR|1378.10116|1378.10116|0.0|1378.10116|1362.3204|1362.3204|0.0|0.0|0.0
2021-08|42543679|AMR|1405.58948|1405.58948|0.0|1405.58948|1378.10116|1378.10116|0.0|0.0|0.0
2021-09|42543679|AMR|1361.75007|1361.75007|0.0|1405.58948|1405.58948|1405.58948|0.0|0.0|0.0
2021-10|42543679|AMR|1432.93296|1432.93296|0.0|1432.93296|1405.58948|1405.58948|0.0|0.0|0.0
2021-01|42587405|AFC|2791.334|2791.334|0.0|2791.334|||0.0|0.0|0.0
2021-02|42587405|AFC|2936.62265|2936.62265|0.0|2936.62265|2791.334|2791.334|0.0|0.0|0.0
2021-03|42587405|AFC|3065.45317|3065.45317|0.0|3065.45317|2936.62265|2936.62265|0.0|0.0|0.0
2021-04|42587405|AFC|3270.02985|3270.02985|0.0|3270.02985|3065.45317|3065.45317|0.0|0.0|0.0
2021-05|42587405|AFC|3400.47954|3400.47954|0.0|3400.47954|3270.02985|3270.02985|0.0|0.0|0.0
2021-06|42587405|AFC|3528.3437|3528.3437|0.0|3528.3437|3400.47954|3400.47954|0.0|0.0|0.0
2021-07|42587405|AFC|3652.0092|3652.0092|0.0|3652.0092|3528.3437|3528.3437|0.0|0.0|0.0
2021-08|42587405|AFC|3823.55368|3823.55368|0.0|3823.55368|3652.0092|3652.0092|0.0|0.0|0.0
2021-09|42587405|AFC|3796.51704|3796.51704|0.0|3823.55368|3823.55368|3823.55368|0.0|0.0|0.0
2021-10|42587405|AFC|4047.2784|4047.2784|0.0|4047.2784|3823.55368|3823.55368|0.0|0.0|0.0
2021-01|42784770|LPL|576448.41053|576448.41053|0.0|576448.41053|||0.0|0.0|0.0
2021-02|42784770|LPL|576166.87703|571579.8270299999|4587.050000000047|576448.41053|576448.41053|576448.41053|0.0|0.0|0.0
2021-03|42784770|LPL|576691.93311|576616.34311|75.5899999999674|576691.93311|576448.41053|576448.41053|0.0|0.0|0.0
2021-04|42784770|LPL|584526.06462|584526.06462|0.0|584526.06462|576691.93311|576691.93311|0.0|0.0|0.0
2021-05|42784770|LPL|587209.79203|587209.79203|0.0|587209.79203|584526.06462|584526.06462|0.0|0.0|0.0
2021-06|42784770|LPL|590684.74645|590669.15645|15.589999999967404|590684.74645|587209.79203|587209.79203|0.0|0.0|0.0
2021-07|42784770|LPL|592569.47561|592569.47561|0.0|592569.47561|590684.74645|590684.74645|0.0|0.0|0.0
2021-08|42784770|LPL|596148.21718|596148.21718|0.0|596148.21718|592569.47561|592569.47561|0.0|0.0|0.0
2021-09|42784770|LPL|587674.73557|587650.29557|24.440000000060536|596148.21718|596148.21718|596148.21718|0.0|0.0|0.0
2021-10|42784770|LPL|593479.18922|593479.18922|0.0|596148.21718|596148.21718|596148.21718|0.0|0.0|0.0
2021-01|42807766|LPL|33771.28|33771.28|0.0|33771.28|||0.0|0.0|0.0
2021-02|42807766|LPL|33587.59|33587.59|0.0|33771.28|33771.28|33771.28|0.0|0.0|0.0
2021-03|42807766|LPL|35657.59|35657.59|0.0|35657.59|33771.28|33771.28|0.0|0.0|0.0
2021-04|42807766|LPL|36313.98|36313.98|0.0|36313.98|35657.59|35657.59|0.0|0.0|0.0
2021-05|42807766|LPL|37848.92636|37848.92636|0.0|37848.92636|36313.98|36313.98|0.0|0.0|0.0
2021-06|42807766|LPL|39186.86852|39186.86852|0.0|39186.86852|37848.92636|37848.92636|0.0|0.0|0.0
2021-07|42807766|LPL|40981.416|40981.416|0.0|40981.416|39186.86852|39186.86852|0.0|0.0|0.0
2021-08|42807766|LPL|40445.71112|40445.71112|0.0|40981.416|40981.416|40981.416|0.0|0.0|0.0
2021-09|42807766|LPL|37878.3504|37878.3504|0.0|40981.416|40981.416|40981.416|0.0|0.0|0.0
2021-10|42807766|LPL|40876.56046|40876.56046|0.0|40876.56046|40981.416|40981.416|0.0|0.0|0.0
2021-01|42887104|LPL|41001.63815|41001.63815|0.0|41001.63815|||0.0|0.0|0.0
2021-02|42887104|LPL|41584.73468|41584.73468|0.0|41584.73468|41001.63815|41001.63815|0.0|0.0|0.0
2021-03|42887104|LPL|42524.78877|42524.78877|0.0|42524.78877|41584.73468|41584.73468|0.0|0.0|0.0
2021-04|42887104|LPL|43588.56206|43588.56206|0.0|43588.56206|42524.78877|42524.78877|0.0|0.0|0.0
2021-05|42887104|LPL|43914.35351|43914.35351|0.0|43914.35351|43588.56206|43588.56206|0.0|0.0|0.0
2021-06|42887104|LPL|44208.26948|44208.26948|0.0|44208.26948|43914.35351|43914.35351|0.0|0.0|0.0
2021-07|42887104|LPL|44385.96806|44385.96806|0.0|44385.96806|44208.26948|44208.26948|0.0|0.0|0.0
2021-08|42887104|LPL|44721.19668|44721.19668|0.0|44721.19668|44385.96806|44385.96806|0.0|0.0|0.0
2021-09|42887104|LPL|43663.42791|43663.42791|0.0|44721.19668|44721.19668|44721.19668|0.0|0.0|0.0
2021-10|42887104|LPL|44747.63989|44747.63989|0.0|44747.63989|44721.19668|44721.19668|0.0|0.0|0.0
2021-01|42947300|LPL|115001.61|115001.61|0.0|115001.61|||0.0|0.0|0.0
2021-02|42947300|LPL|120266.44|120266.44|0.0|120266.44|115001.61|115001.61|0.0|0.0|0.0
2021-03|42947300|LPL|125196.58|125196.58|0.0|125196.58|120266.44|120266.44|0.0|0.0|0.0
2021-04|42947300|LPL|133202.24|133202.24|0.0|133202.24|125196.58|125196.58|0.0|0.0|0.0
2021-05|42947300|LPL|132182.55|132182.55|0.0|133202.24|133202.24|133202.24|0.0|0.0|0.0
2021-06|42947300|LPL|134832.49|134832.49|0.0|134832.49|133202.24|133202.24|0.0|0.0|0.0
2021-01|42962621|AMR|24725.57127|24725.57127|0.0|24725.57127|||0.0|0.0|0.0
2021-02|42962621|AMR|25266.6616|25266.6616|0.0|25266.6616|24725.57127|24725.57127|0.0|0.0|0.0
2021-03|42962621|AMR|25787.24112|25787.24112|0.0|25787.24112|25266.6616|25266.6616|0.0|0.0|0.0
2021-04|42962621|AMR|26866.59918|26866.59918|0.0|26866.59918|25787.24112|25787.24112|0.0|0.0|0.0
2021-05|42962621|AMR|27062.09919|27062.09919|0.0|27062.09919|26866.59918|26866.59918|0.0|0.0|0.0
2021-06|42962621|AMR|27525.27941|27525.27941|0.0|27525.27941|27062.09919|27062.09919|0.0|0.0|0.0
2021-07|42962621|AMR|27802.4917|27802.4917|0.0|27802.4917|27525.27941|27525.27941|0.0|0.0|0.0
2021-08|42962621|AMR|28519.98926|28519.98926|0.0|28519.98926|27802.4917|27802.4917|0.0|0.0|0.0
2021-09|42962621|AMR|27527.4187|27527.4187|0.0|28519.98926|28519.98926|28519.98926|0.0|0.0|0.0
2021-10|42962621|AMR|29172.89711|29172.89711|0.0|29172.89711|28519.98926|28519.98926|0.0|0.0|0.0
2021-01|43011740|LPL|86447.41848|86447.41848|0.0|86447.41848|||0.0|0.0|0.0
2021-02|43011740|LPL|88190.89482|86537.96482000001|1652.929999999993|88190.89482|86447.41848|86447.41848|0.0|0.0|0.0
2021-03|43011740|LPL|89509.96923|89509.96923|0.0|89509.96923|88190.89482|88190.89482|0.0|0.0|0.0
2021-04|43011740|LPL|92457.1586|92457.1586|0.0|92457.1586|89509.96923|89509.96923|0.0|0.0|0.0
2021-05|43011740|LPL|92858.47544|92858.47544|0.0|92858.47544|92457.1586|92457.1586|0.0|0.0|0.0
2021-06|43011740|LPL|93773.08238|93773.08238|0.0|93773.08238|92858.47544|92858.47544|0.0|0.0|0.0
2021-07|43011740|LPL|94266.06186|94266.06186|0.0|94266.06186|93773.08238|93773.08238|0.0|0.0|0.0
2021-08|43011740|LPL|95784.46827|95784.46827|0.0|95784.46827|94266.06186|94266.06186|0.0|0.0|0.0
2021-09|43011740|LPL|92901.70322|92901.70322|0.0|95784.46827|95784.46827|95784.46827|0.0|0.0|0.0
2021-10|43011740|LPL|95924.69411|95924.69411|0.0|95924.69411|95784.46827|95784.46827|0.0|0.0|0.0
2021-01|430290|SEI|241001.70044|241001.70044|0.0|241001.70044|||0.0|0.0|0.0
2021-02|430290|SEI|250370.96445|250370.96445|0.0|250370.96445|241001.70044|241001.70044|0.0|0.0|0.0
2021-03|430290|SEI|258672.21725|258672.21725|0.0|258672.21725|250370.96445|250370.96445|0.0|0.0|0.0
2021-01|43357844|LPL|9469.76692|9469.76692|0.0|9469.76692|||0.0|0.0|0.0
2021-02|43357844|LPL|9929.58768|9929.58768|0.0|9929.58768|9469.76692|9469.76692|0.0|0.0|0.0
2021-03|43357844|LPL|2643.4367|2643.4367|0.0|9929.58768|9929.58768|9929.58768|0.0|0.0|0.0
2021-04|43357844|LPL|2645.0184|2645.0184|0.0|9929.58768|9929.58768|9929.58768|0.0|0.0|0.0
2021-05|43357844|LPL|3157.06357|3157.0635700000003|-4.547473508864641e-13|3157.06357|9929.58768|9929.58768|0.0|0.0|0.0
2021-06|43357844|LPL|3663.43353|3663.43353|0.0|3663.43353|3157.06357|3157.06357|0.0|0.0|0.0
2021-07|43357844|LPL|4179.0047|4179.0047|0.0|4179.0047|3663.43353|3663.43353|0.0|0.0|0.0
2021-08|43357844|LPL|4668.37542|4668.37542|0.0|4668.37542|4179.0047|4179.0047|0.0|0.0|0.0
2021-09|43357844|LPL|5148.12102|5148.1210200000005|-9.094947017729282e-13|5148.12102|4668.37542|4668.37542|0.0|0.0|0.0
2021-10|43357844|LPL|5641.00746|5641.00746|0.0|5641.00746|5148.12102|5148.12102|0.0|0.0|0.0
2021-01|43423940|LPL|172240.84|172175.12|65.72000000000116|172240.84|||0.0|0.0|0.0
2021-02|43423940|LPL|172997.8|172933.89|63.90999999997439|172997.8|172240.84|172240.84|0.0|0.0|0.0
2021-03|43423940|LPL|177827.94|177528.9|299.0400000000081|177827.94|172997.8|172997.8|0.0|0.0|0.0
2021-04|43423940|LPL|183876.85|183781.76|95.08999999999652|183876.85|177827.94|177827.94|0.0|0.0|0.0
2021-05|43423940|LPL|181326.06|181275.86|50.20000000001164|183876.85|183876.85|183876.85|0.0|0.0|0.0
2021-06|43423940|LPL|184441.3|184388.13|53.1699999999837|184441.3|183876.85|183876.85|0.0|0.0|0.0
2021-07|43423940|LPL|185403.43|185336.35|67.0799999999872|185403.43|184441.3|184441.3|0.0|0.0|0.0
2021-08|43423940|LPL|188013.05|187982.57|30.479999999981374|188013.05|185403.43|185403.43|0.0|0.0|0.0
2021-09|43423940|LPL|176879.55|176799.08|80.47000000000116|188013.05|188013.05|188013.05|0.0|0.0|0.0
2021-10|43423940|LPL|186682.09|186609.59|72.5|188013.05|188013.05|188013.05|0.0|0.0|0.0
2021-01|43535116|AIM|9715.71545|9715.71545|0.0|9715.71545|||0.0|0.0|0.0
2021-02|43535116|AIM|9886.68932|9886.68932|0.0|9886.68932|9715.71545|9715.71545|0.0|0.0|0.0
2021-03|43535116|AIM|9998.69607|9998.69607|0.0|9998.69607|9886.68932|9886.68932|0.0|0.0|0.0
2021-04|43535116|AIM|10337.11213|10337.11213|0.0|10337.11213|9998.69607|9998.69607|0.0|0.0|0.0
2021-05|43535116|AIM|10407.97753|10407.97753|0.0|10407.97753|10337.11213|10337.11213|0.0|0.0|0.0
2021-01|43638802|AFC|60575.60295|60575.60295|0.0|60575.60295|||0.0|0.0|0.0
2021-02|43638802|AFC|61681.44834|61681.44834|0.0|61681.44834|60575.60295|60575.60295|0.0|0.0|0.0
2021-03|43638802|AFC|62867.7692|62867.7692|0.0|62867.7692|61681.44834|61681.44834|0.0|0.0|0.0
2021-04|43638802|AFC|65818.12056|65818.12056|0.0|65818.12056|62867.7692|62867.7692|0.0|0.0|0.0
2021-05|43638802|AFC|67000.94984|67000.94984|0.0|67000.94984|65818.12056|65818.12056|0.0|0.0|0.0
2021-06|43638802|AFC|68032.42473|68032.42473|0.0|68032.42473|67000.94984|67000.94984|0.0|0.0|0.0
2021-07|43638802|AFC|68862.10422|68862.10422|0.0|68862.10422|68032.42473|68032.42473|0.0|0.0|0.0
2021-08|43638802|AFC|70918.37614|70918.37614000001|-1.4551915228366852e-11|70918.37614|68862.10422|68862.10422|0.0|0.0|0.0
2021-09|43638802|AFC|68289.57007|68289.57007|0.0|70918.37614|70918.37614|70918.37614|0.0|0.0|0.0
2021-10|43638802|AFC|72637.1791|72637.17910000001|-1.4551915228366852e-11|72637.1791|70918.37614|70918.37614|0.0|0.0|0.0
2021-04|43896588|LPL|56257.94|56257.94|0.0|56257.94|||0.0|0.0|0.0
2021-05|43896588|LPL|56182.86|56182.86|0.0|56257.94|56257.94|56257.94|0.0|0.0|0.0
2021-06|43896588|LPL|57925.43|57925.43|0.0|57925.43|56257.94|56257.94|0.0|0.0|0.0
2021-07|43896588|LPL|57581.0|57564.49|16.510000000002037|57925.43|57925.43|57925.43|0.0|0.0|0.0
2021-08|43896588|LPL|59781.2544|59781.2544|0.0|59781.2544|57925.43|57925.43|0.0|0.0|0.0
2021-09|43896588|LPL|57125.53|56387.52|738.010000000002|59781.2544|59781.2544|59781.2544|0.0|0.0|0.0
2021-10|43896588|LPL|189068.84|189044.56|24.27999999999884|189068.84|59781.2544|59781.2544|0.0|0.0|0.0
2021-01|44049529|BTD|41806.46532|41806.46532|0.0|41806.46532|||0.0|0.0|0.0
2021-02|44049529|BTD|43357.93176|43357.93176|0.0|43357.93176|41806.46532|41806.46532|0.0|0.0|0.0
2021-03|44049529|BTD|44404.99406|44404.99406|0.0|44404.99406|43357.93176|43357.93176|0.0|0.0|0.0
2021-04|44049529|BTD|46299.98604|46299.98604|0.0|46299.98604|44404.99406|44404.99406|0.0|0.0|0.0
2021-05|44049529|BTD|47272.63156|47272.63156|0.0|47272.63156|46299.98604|46299.98604|0.0|0.0|0.0
